lat;lon;escola;logradouro;num;cidade;cod
-6.548842899999999;-36.5934214;ESCOLA ESTADUAL JOAO HENRIQUE DANTAS;RUA JOSE VITOR;590;CARNAUBA DOS DANTAS - RN;377
-6.04549760;-36.34782420;EE QUERUBINA SILVEIRA ENS FUND E MEDIO;AV SAO JOAO;279;CERRO CORA - RN;379
-6.412908799999999;-36.78230380;ESCOLA ESTADUAL JOAQUIM JOSE DE MEDEIROS;PC DR SILVIO BEZERRA DE MELO;10;CRUZETA - RN;380
-6.2629430;-36.51769570;ESCOLA ESTADUAL MANOEL SALUSTINO;MINA BREJUI;55;CURRAIS NOVOS - RN;382
-6.263700200489615;-36.51587179786986;EI DR SILVIO BEZERRA DE MELO;AV. CEL JOSE BEZERRA;10;CURRAIS NOVOS - RN;384
-6.26628970;-36.515012;CEJA PROF CREUZA BEZERRA;R PIAUI;122;CURRAIS NOVOS - RN;385
-6.2629430;-36.51699230;ESCOLA ESTADUAL CAPITAO MOR GALVAO;RUA MOISES GALVAO;215;CURRAIS NOVOS - RN;386
-6.2629430;-36.51769570;ESCOLA ESTADUAL PROFESSORA ESTER GALVAO;RUA DO PETROLEO;89;CURRAIS NOVOS - RN;388
-6.2629430;-36.51769570;ESCOLA ESTADUAL TRISTAO DE BARROS;R BERNADETE XAVIER;115;CURRAIS NOVOS - RN;389
-6.2629430;-36.51769570;ESCOLA ESTADUAL LIONS CLUBE;AV GETULIO VARGAS;1287;CURRAIS NOVOS - RN;390
-6.946654499999999;-36.51769570;INSTITUTO VIVALDO PEREIRA;R CANDIDO MENDES;511;CURRAIS NOVOS - RN;392
-6.946654499999999;-36.71536770;ESCOLA ESTADUAL DOM MANUEL TAVARES DE ARAUJO;RUA GETULIO VARGAS;401;EQUADOR - RN;393
-6.12346980;-36.71536770;ESCOLA ESTADUAL PROFESSOR ISABEL FERREIRA;RUA GETULIO VARGAS;254;EQUADOR - RN;394
-6.16777780;-36.81971490;ESCOLA ESTADUAL CORONEL SILVINO BEZERRA;R INACIO ARAUJO;219;FLORANIA - RN;395
-6.16777780;-36.79250;ESCOLA ESTADUAL MANOEL LUIS DE MARIA;RUA RADIR PEREIRA;11;LAGOA NOVA - RN;397
-6.68838680;-36.79250;ESCOLA ESTADUAL ANGELITA FELIX BEZERRA;AV SILVIO BEZERRA DE MELO;1299;LAGOA NOVA - RN;398
-6.68838680;-36.6579780;ESCOLA ESTADUAL  BARAO DO RIO BRANCO;PRACA ANTAO ELISIARIO;15;PARELHAS - RN;401
-6.68838680;-36.6579780;ESCOLA ESTADUAL  MARIA TERCEIRA;RUA SEVERINO RODRIGUES DE SENA;17;PARELHAS - RN;402
-6.68838680;-36.6579780;ESCOLA ESTADUAL  MONSENHOR AMANCIO RAMALHO;RUA EXPEDITO BEZERRA;611;PARELHAS - RN;403
-6.68838680;-36.6579780;ESCOLA ESTADUAL  PROFESSOR FELIPE BITTENCOURT;R PE BENTO;563;PARELHAS - RN;404
-6.76598230;-36.6579780;ESCOLA ESTADUAL  JESUS MENINO;MANOEL NOBERTO;208;PARELHAS - RN;405
-6.21973060;-36.73340570;EE JOAO VILAR DA CUNHA ENS FUND E MEDIO;AV ZEZE APRIGIO;184;SANTANA DO SERIDO - RN;407
-6.21767270;-36.68427790;ESCOLA ESTADUAL ARISTOFANES FERNANDES;JOAO PAULINO DE SOUZA;162;SAO VICENTE - RN;408
-6.474048089589348;-36.68156480;ESCOLA ESTADUAL JOAQUIM ADELINO DE MEDEIROS;RUA SENADOR AGENOR NUNES DE MARIA;345;SAO VICENTE - RN;409
-6.46509858891415;-37.078519587544235;ESCOLA ESTADUAL PADRE EDMUND KAGERER;RUA EDMILSON RODRIGUES DE PAULA;1;CAICO - RN;417
-6.460605122930811;-37.09917796137694;ESCOLA ESTADUAL JOAQUIM APOLINAR;AV RIO BRANCO;725;CAICO - RN;419
-6.460346600838495;-37.1065379429138;ESCOLA ESTADUAL MANOEL FERNANDES JORGE;R MANOEL GONCALVES DE MELO;279;CAICO - RN;420
-6.459022006190408;-37.10251731160048;ESCOLA ESTADUAL PROFESSORA CALPURNIA CALDAS DE  AMORIM;RUA MANOEL GONCALVES DE MELO;42;CAICO - RN;425
-6.467982274992643;-37.10710657122496;ESCOLA ESTADUAL ZUZA JANUARIO;RUA JOSE QUININO DE MEDEIROS;19;CAICO - RN;427
-6.03412110;-37.10943472864989;ESCOLA ESTADUAL SENADOR DINARTE MARIZ;RUA ANDRE SALES;667;CAICO - RN;428
-6.03412110;-37.02065740;ESCOLA ESTADUAL ANTONIO BATISTA;PRACA DA BANDEIRA;18;JUCURUTU - RN;439
-6.69699970;-37.02065740;ESCOLA ESTADUAL NEWMAN QUEIROZ;RUA JOSE LOURENCO;1;JUCURUTU - RN;440
-6.37902830;-36.94383930;ESCOLA ESTADUAL  MANOEL CORREIA;RUA PROF ISAIAS;110;OURO BRANCO - RN;442
-6.718454599999999;-37.18316090;EE MONS WALFREDO GURGEL ENS FUND E MEDIO;AVENIDA MAJOR JOSE ANTAO;78;SAO FERNANDO - RN;444
-6.718454599999999;-37.20224630;EE SEN JOSE BERNARDO ENS 1 E 2 GRAUS;AV HONORIO MACIEL;354;SAO JOAO DO SABUGI - RN;445
-6.45438710;-37.20224630;EE SANTA TEREZINHA;RUA LUIZ ANTONIO DE MEDEIROS;131;SAO JOAO DO SABUGI - RN;446
-6.45438710;-36.87457960;EE JESUINO AZEVEDO ;RUA MARIA CIRNE DE MEDEIROS;222;SAO JOSE DO SERIDO - RN;447
-6.66305810;-36.87457960;EE PROF RAIMUNDO S COSTA ENS FUND E MEDIO;RUA JOAQUIM LOLO;370;SAO JOSE DO SERIDO - RN;448
-5.576275262822044;-37.40044380;ESCOLA ESTADUAL PROFESSOR LEOMAR BATISTA DE ARAUJO;RUA CORONEL CLEMENTINO;727;SERRA NEGRA DO NORTE - RN;449
-5.580850795496863;-36.913122987866245;ESCOLA ESTADUAL JUSCELINO KUBITSCHEK;RUA CEL FRANCISCO MARTINS;80;ASSU - RN;454
-5.575514450253436;-36.91048905861362;ESCOLA ESTADUAL MANOEL PESSOA MONTENEGRO;TRAVESSA CORONEL WANDERLEY;302;ASSU - RN;455
-5.57480969667841;-36.910995996117435;ESCOLA ESTADUAL TENENTE CORONEL JOSE CORREIA;RUA CEL. WANDERLEY;1030;ASSU - RN;458
-5.498874499999999;-36.90679833900913;ESCOLA ESTADUAL PADRE IBIAPINA;AVENIDA SENADOR JOAO CAMARA;195;ASSU - RN;459
-5.498874499999999;-36.85283880;EE POSTO AGROPECUARIO ENS FUNDAMENTAL;RUA PROFESSOR MANOEL NUNES FILHO;96;IPANGUACU - RN;466
-5.498874499999999;-36.85283880;ESCOLA ESTADUAL CORONEL OVIDIO MONTENEGRO;RUA JOSE MEDEIROS;181;IPANGUACU - RN;467
-5.77424120;-36.85283880;ESCOLA ESTADUAL MANOEL DE MELO MONTENEGRO- ENSINO MEDIO EM TEMPO INTEGRAL;AVENIDA LUIZ GONZAGA;1088;IPANGUACU - RN;468
-5.77424120;-37.10076090;ESCOLA ESTADUAL  LUIS GONDIM;RUA PADRE AMARO;55;PARAU - RN;471
-5.855192799999999;-37.10076090;ESCOLA ESTADUAL  SILVESTRE VERAS BARBOSA;RUA ALFERES TONHO;650;PARAU - RN;472
-4.94771150;-37.18816860;ESCOLA ESTADUAL DESEMBARGADOR FELIPE GUERRA;RUA GREGORIO DE MELO;321;TRIUNFO POTIGUAR - RN;475
-4.94771150;-37.12436460;ESCOLA ESTADUAL CONSELHEIRO BRITO GUERRA;RUA MESTRE SILVERIO BARRETO;247;AREIA BRANCA - RN;479
-5.070576099999999;-37.12436460;ESCOLA ESTADUAL FRANCISCO FAUSTO;R PREF JORGE CAMINHA;6;AREIA BRANCA - RN;482
-5.070576099999999;-37.61734840;ESCOLA ESTADUAL JOAO DE ABREU;RUA JERONIMO ROSADO;426;BARAUNA - RN;486
-5.4593548;-37.61734840;ESCOLA ESTADUAL MARIANO AZEVEDO;RUA FRANCISCO DE AQUINO;2730;BARAUNA - RN;487
-5.45935480;-37.5212369;ESCOLA ESTADUAL JERONIMO ROSADO;RUA MANOEL SALVIANO;58;GOVERNADOR DIX-SEPT ROSADO - RN;489
-4.98037470;-37.52123690;ESCOLA ESTADUAL MANOEL JOAQUIM;RUA SEVERINO RAMOS VIEIRA;246;GOVERNADOR DIX-SEPT ROSADO - RN;490
-5.181239499999999;-37.15535280;ESCOLA ESTADUAL CORONEL SOLON;RUA MANOEL FIRMINO;127;GROSSOS - RN;491
-5.18803610;-37.35818730;CE INTEGRADA PROF ELISEU VIANA;RUA DUODECIMO ROSADO;984;MOSSORO - RN;497
-5.18803610;-37.34413440;ESCOLA ESTADUAL EDUCANDARIO PRESIDENTE KENNEDY;RUA JOSE ANDRADE NUNES;100;MOSSORO - RN;501
-5.18803610;-37.34413440;ESCOLA ESTADUAL EDUCANDARIO ANTONIO BEZERRA DE SALES;RUA DEOCLECIO FLORENCIO FREIRE;22;MOSSORO - RN;502
-5.1787220;-37.34413440;ESCOLA ESTADUAL EDUCANDARIO PROFESSOR PAULO FREIRE;RUA JERONIMO ROSADO DE SOUSA;87;MOSSORO - RN;503
-5.18803610;-37.34067640;ESCOLA ESTADUAL SANTA TEREZINHA;RUA PEDRO VELHO;657;MOSSORO - RN;504
-5.19413360;-37.34413440;ESCOLA ESTADUAL AMBULATORIO  PADRE DEHON;RUA MESTRE ANTONIO NERES;5;MOSSORO - RN;507
-5.18803610;-37.34955330;ESCOLA ESTADUAL DISNEYLANDIA;RUA LOPES TROVAO;604;MOSSORO - RN;509
-5.19567010;-37.34413440;ESCOLA ESTADUAL JOAO PAULO II;RUA ITAGUACY FERNANDES;158;MOSSORO - RN;510
-5.162275999999999;-37.35271810;ESCOLA ESTADUAL ONZIEME ROSADO FERNANDES;RUA SILVA JARDIM;278;MOSSORO - RN;511
-5.21434220;-37.34294070;ESCOLA ESTADUAL PROFESSOR HERMOGENES NOGUEIRA DA COSTA-ENSINO FUNDAMENTAL;AV RIO BRANCO;3460;MOSSORO - RN;512
-5.1738420;-37.36046049999999;ESCOLA ESTADUAL CONEGO ESTEVAM DANTAS;AV ALBERTO MARANHAO;566;MOSSORO - RN;519
-5.17193190;-37.35933850;ESCOLA ESTADUAL FRANCISCO ANTONIO MEDEIROS;R MARIO CAMARA;193;MOSSORO - RN;525
-5.192750900000001;-37.34666640;ESCOLA ESTADUAL PADRE ALFREDO;AVENIDA LAURO MONTE;360;MOSSORO - RN;533
-5.18803610;-37.33686270;ESCOLA ESTADUAL PROFESSOR SOLON MOURA;RUA DR ALMEIDA CASTRO;234;MOSSORO - RN;544
-5.18803610;-37.34413440;ESCOLA ESTADUAL SANTO ANTONIO;RUA MANOEL FRANCISCO DA SILVA;35;MOSSORO - RN;548
-5.15504160;-37.34413440;ESCOLA ESTADUAL DIRAN RAMOS DO AMARAL;RUA MOISES GURGEL;18;MOSSORO - RN;550
-5.18803610;-37.35762140;ESCOLA ESTADUAL NOSSA SENHORA DAS GRACAS;RUA N.S. DO ROSARIO;1673;MOSSORO - RN;552
-5.18756210;-37.34413440;ESCOLA ESTADUAL NOSSA SENHORA DE FATIMA;RUA MANOEL AIRES DE LIMA;223;MOSSORO - RN;553
-5.188170599999999;-37.33527630;ESCOLA ESTADUAL ALFA VILLE;RUA MARECHAL FLORIANO;475;MOSSORO - RN;555
-5.642282199999999;-37.34391979999999;CENTRO REGIONAL DE EDUCACAO ESPECIAL - CREEMOS;RUA DR JOAO MARCELINO;220;MOSSORO - RN;556
-5.642282199999999;-37.2574690;EE JOSE CALAZANS FREIRE ENS FUND E MEDIO;AV GETULIO VARGAS;16;UPANEMA - RN;567
-5.66488090;-37.2574690;EE PROF ALFREDO SIMONETTI ENS 1 GRAU;RUA MANOEL GONCALVES;78;UPANEMA - RN;568
-5.665801099999999;-37.79540320;ESCOLA ESTADUAL FERREIRA PINTO;RUA 7 DE SETEMBRO;227;APODI - RN;577
-5.66174510;-37.7998860;ESCOLA ESTADUAL PROFESSOR GERSON LOPES;PRACA GETULIO VARGAS;21;APODI - RN;579
-5.66486790;-37.80056520;E E PROFª Mª ZENILDA GAMA TORRES-ENS. MEDIO EM TEMPO INTEGRAL E EDU PROFISSIONAL TEC. DE NIVEL MEDIO;RUA LUZIA MENDES DE FREITAS;237;APODI - RN;581
-5.79590710;-37.79715670;CENTRO REG EDUC ESP GEOVANIA ANDRADE DE MORAIS;RUA ANTONIO LOPES FILHO;139;APODI - RN;582
-5.789541199999999;-37.55306640;ESCOLA ESTADUAL ANTONIO CARLOS;PCA APRONIANO MARTINS DE SA;65;CARAUBAS - RN;586
-5.59134760;-37.56001350;ESCOLA ESTADUAL PROFESSOR LOURENCO GURGEL OLIVEIRA;RUA PROFESSORA VALDELICE GURGEL;365;CARAUBAS - RN;587
-5.84105720;-37.68564320;ESCOLA ESTADUAL ANTONIO FRANCISCO;RUA JOAO BATISTA GURGEL;102;FELIPE GUERRA - RN;590
-5.84105720;-37.99423970;ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO;RUA EDWIGES MAIA;148;ITAU - RN;591
-5.84105720;-37.99423970;ESCOLA ESTADUAL FRANCISCO PINTO;RUA FAUSTO PINHEIRO;170;ITAU - RN;592
-5.770025599999999;-37.99423970;ESCOLA ESTADUAL PRAXEDES MARTINS;RUA CLEOFAS NUNES;150;ITAU - RN;593
-5.770025599999999;-38.05063210;ESCOLA ESTADUAL 12 DE OUTUBRO;RUA JOAQUIM DANTAS;22;RODOLFO FERNANDES - RN;594
-5.789675799999999;-38.05063210;ESCOLA ESTADUAL FRANCISCO REGIS FILHO;MARIA DE LOURDES CAVALCANTE;255;RODOLFO FERNANDES - RN;595
-5.789675799999999;-37.95505139999999;ESCOLA ESTADUAL AMERICO HOLANDA;RUA FRANCISCO HOLANDA;250;SEVERIANO MELO - RN;596
-5.928780700000001;-37.95505139999999;ESCOLA ESTADUAL SEVERIANO MELO;RUA 7 DE SETEMBRO;277;SEVERIANO MELO - RN;597
-6.14459840;-38.04633620;ESCOLA ESTADUAL AUGUSTO G PAIVA;RUA RAIMUNDO NOGUEIRA;118;TABOLEIRO GRANDE - RN;598
-6.14459840;-37.76650020;ESCOLA ESTADUAL CLODOMIR CHAVES;PRACA AURINO CARLOS DA SILVA;190;ALMINO AFONSO - RN;601
-6.144598399999979;-37.76650020;ESCOLA ESTADUAL ESTUDANTE RONALD NEO JUNIOR;RUA MARIA IONE CARLOS;197;ALMINO AFONSO - RN;602
-6.22714480;-37.76547023173828;ESCOLA ESTADUAL PROFESSOR PEDRO GURGEL;R ALMINO AFONSO;140;ALMINO AFONSO - RN;603
-6.156676399999999;-37.89361020;ESCOLA ESTADUAL GOVERNADOR WALFREDO GURGEL;AV SEN JOAQUIM INACIO;104;ANTONIO MARTINS - RN;606
-6.156676399999999;-37.83833080;ESCOLA ESTADUAL FRUTUOSO GOMES;RUA DIRETORA VILENE CAMARA;150;FRUTUOSO GOMES - RN;609
-6.01710370;-37.83833080;ESCOLA ESTADUAL IVONETE CARLOS;RUA ERNESTO FERREIRA;226;FRUTUOSO GOMES - RN;610
-6.01710370;-37.40898240;EE PROF DANIEL GURGEL;R LOURIVAL GURGEL;148;JANDUIS - RN;611
-6.0941180;-37.40898240;EE VICENTE GURGEL;R VICENTE GURGEL;141;JANDUIS - RN;612
-6.0941180;-37.81064550000001;ESCOLA ESTADUAL  JOAO ONOFRE;RUA DOS PODERES;213;LUCRECIA - RN;614
-6.086661899999999;-37.81064550000001;ESCOLA ESTADUAL  JOSEFINA XAVIER;AV LUIZ SOLANO;400;LUCRECIA - RN;615
-6.086661899999999;-37.91256230;ESCOLA ESTADUAL ALMINO AFONSO;RUA DR BIANOR FERNANDES;37;MARTINS - RN;621
-6.07982010;-37.91256230;ESCOLA ESTADUAL DESEMBARGADOR SINVAL;PRACA DR JOCELYN VILAR;92;MARTINS - RN;622
-6.10586720;-37.51181420;ESCOLA ESTADUAL  APOLINARIA JALES;RUA PROFESSOR OTONIEL TOMAZ DE ALMEIDA;391;MESSIAS TARGINO - RN;624
-6.07710490;-37.64170920;ESCOLA ESTADUAL JOAO GODEIRO;RUA RAFAEL JACOME;18;PATU - RN;630
-6.07710490;-37.71598880;ESCOLA ESTADUAL JOAQUIM MENEZES;RUA XAVIER FERNANDES;258;RAFAEL GODEIRO - RN;632
-5.93772480;-37.71598880;ESCOLA ESTADUAL RAFAEL GODEIRO;RUA FELIPE SANTIAGO;49;RAFAEL GODEIRO - RN;633
-5.93772480;-37.94425040;ESCOLA ESTADUAL CAMILO DE LELIS;RUA TERTULIANA MARIA DA CONCEICAO;397;RIACHO DA CRUZ - RN;634
-5.99708830;-37.94425040;ESCOLA ESTADUAL JOAO SOARES DA SILVA;AVENIDA SAO PEDRO;956;RIACHO DA CRUZ - RN;635
-5.99708830;-37.80727140;EE PROF ANALIA COSTA;RUA RAUL ALENCAR;26;UMARIZAL - RN;641
-5.994572199999999;-37.80727140;ESCOLA ESTADUAL DE TEMPO INTEGRAL PAULO ABILIO;AVENIDA GAVIAO;101;UMARIZAL - RN;643
-6.19894840;-37.94213840;ESCOLA ESTADUAL PEDRO MARTINS FERNANDES;RUA FRANCISCO PINTO;164;VICOSA - RN;645
-6.40425990;-38.29880929999999;ESCOLA ESTADUAL PROFESSOR PEDRO RAIMUNDO DO NASCIMENTO;TRAVESSA JOSE ANTONIO;50;AGUA NOVA - RN;646
-6.40425990;-38.00978520;ESCOLA ESTADUAL WALDEMAR DE SOUSA VERAS;AV. DR. GREGORIO DE PAIVA;86;ALEXANDRIA - RN;649
-6.40425990;-38.00978520;ESCOLA ESTADUAL GOVERNADOR DINARTE MARIZ;TV BENICIO PAIVA;331;ALEXANDRIA - RN;650
-6.27194280;-38.00978520;ESCOLA ESTADUAL LEONCIO BARRETO;RUA PADRE CARLOS;409;ALEXANDRIA - RN;651
-6.09389860;-38.43255330;ESCOLA ESTADUAL PROFESSOR JOSE PROSPERO;R HONORIO JANUARIO;39;CORONEL JOAO PESSOA - RN;652
-6.09389860;-38.37349380;ESCOLA ESTADUAL CORONEL JOAO PESSOA;RUA CRISTOVAO COLOMBO;172;DOUTOR SEVERIANO - RN;653
-6.11002380;-38.37349380;ESCOLA ESTADUAL CRISTOVAO COLOMBO DE  QUEIROZ;RUA HERMINIO JACOME DE LIMA;33;DOUTOR SEVERIANO - RN;654
-6.11002380;-38.30667529999999;ESCOLA ESTADUAL ADOLFO FERNANDES;RUA 7 DE SETEMBRO;217;ENCANTO - RN;655
-6.08148570;-38.30667529999999;ESCOLA ESTADUAL CID ROSADO;RUA JOSE APOLONIO DA COSTA;33;ENCANTO - RN;656
-6.08148570;-38.11985689999999;ESCOLA ESTADUAL 26 DE MARCO;RUA SERGIO DANTAS;128;FRANCISCO DANTAS - RN;657
-6.41109570;-38.11985689999999;ESCOLA ESTADUAL FRANCISCO DANTAS;RUA FRANCISCA LIMA;40;FRANCISCO DANTAS - RN;658
-6.41109570;-38.38446410;ESCOLA ESTADUAL  CORONEL FERNANDES;AVENIDA PROFESSOR FRANCISCO JACOME DE LIMA;84;LUIS GOMES - RN;663
-6.41109570;-38.38446410;ESCOLA ESTADUAL  MARIANA CAVALCANTI;AVENIDA SENHORA SANTANA;9;LUIS GOMES - RN;664
-6.409960799999999;-38.38446410;ESCOLA ESTADUAL  ZEO FERNANDES;RUA ANITA FONTES;300;LUIS GOMES - RN;665
-6.409960799999999;-38.31803160;ESCOLA ESTADUAL 26 DE JUNHO;ZEZEU MORAIS;81;MAJOR SALES - RN;666
-6.114758628814654;-38.31803160;ESCOLA ESTADUAL  CORONEL ANTONIO GERMANO;RUA ANTONIO JOSE DA ROCHA;829;MAJOR SALES - RN;667
-6.112650268028151;-38.208658667420195;ESCOLA ESTADUAL 4 DE SETEMBRO;TV JOAQUIM HOLANDA;19;PAU DOS FERROS - RN;674
-6.1118289;-38.22265456669538;ESCOLA ESTADUAL JOAO ESCOLASTICO;R JOEL PRAXEDES;1140;PAU DOS FERROS - RN;675
-6.1099504;-38.20387729999999;ESCOLA ESTADUAL JOSE GUEDES DO REGO;RUA PEDRO VELHO;1267;PAU DOS FERROS - RN;676
-6.104785392302583;-38.2112583;ESCOLA ESTADUAL TARCISIO MAIA;RUA QUINTINO BOCAIUVA;836;PAU DOS FERROS - RN;678
-6.1146686718773795;-38.20619291586911;ESCOLA ESTADUAL TEOFILO REGO;RUA DES HEMETERIO FERNANDES;60;PAU DOS FERROS - RN;679
-6.105374299999999;-38.20952384841007;ESCOLA ESTADUAL UBIRATAN GALVAO;R JOAQUIM TORQUATO;90;PAU DOS FERROS - RN;680
-6.112331699999999;-38.2080566;ESCOLA ESTADUAL PATRONATO ALFREDO FERNANDES;PCA CONEGO CAMINHA;23;PAU DOS FERROS - RN;682
-6.2682930;-38.2052013;ESCOLA ESTADUAL JESUS MENINO;RUA JOAO BEZERRA DE QUEIROZ;55;PAU DOS FERROS - RN;684
-6.2682930;-38.04516940;ESCOLA ESTADUAL DESEMBARGADOR SINVAL MOREIRA DIAS;RUA JOSE BEZERRA;268;PILOES - RN;685
-6.02456940;-38.04516940;ESCOLA ESTADUAL FRANCISCO ANTONIO DE MOURA;RUA JOAO FERNANDES DE SOUZA;36;PILOES - RN;686
-6.02456940;-37.98446879999999;ESCOLA ESTADUAL 29 DE MARCO;AV HIPOLITO FIALHO;120;PORTALEGRE - RN;687
-6.19361440;-37.98446879999999;ESCOLA ESTADUAL MARGARIDA DE FREITAS;PRACA VICENTE DO REGO FILHO;188;PORTALEGRE - RN;688
-6.19361440;-38.22618970;ESCOLA ESTADUAL MANO MARCELINO;RUA JOSE MARTINS DE OLIVEIRA;213;RAFAEL FERNANDES - RN;690
-6.261354799999999;-38.22618970;ESCOLA ESTADUAL JOSE FERREIRA DA COSTA;RUA RUI BARBOSA;40;RAFAEL FERNANDES - RN;691
-6.21481130;-38.31731550;ESCOLA ESTADUAL PROFESSORA MARIA ANGELINA GOMES;RUA MANOEL DE SOUZA LIMA;219;RIACHO DE SANTANA - RN;692
-6.464907200000001;-38.502633;EE LINDALVA MARIA DE SOUZA;RUA JOSE ALVES DA SILVA;44;SAO MIGUEL - RN;695
-6.464907200000001;-38.49683580000001;ESCOLA ESTADUAL GILNEY DE SOUZA;RUA PROFESSORA JOSEFA AUZENIR DO REGO ARAUJO;48;SAO MIGUEL - RN;696
-6.464907200000001;-38.17745150;ESCOLA ESTADUAL VICENCIA RAQUEL;VILA DA MATA;383;TENENTE ANANIAS - RN;697
-6.32637810;-38.17745150;ESCOLA ESTADUAL ACADEMICO MAURO ABRANTES;R JOSE GERMANO DA SILVEIRA;29;TENENTE ANANIAS - RN;698
-5.69504450;-38.17745150;ESCOLA ESTADUAL DEMOCRITO DE SOUSA;RUA ANTONIO FORTUNATO DOS SANTOS;570;TENENTE ANANIAS - RN;699
-6.3212496;-38.5542746;ESCOLA ESTADUAL MONSENHOR JOSE AIRES NETO;RUA PEDRO TRAJANO TORRES;218;VENHA-VER - RN;700
-5.35701090;-35.81646080;ESCOLA ESTADUAL SENADOR JOAO CAMARA;RUA TIRADENTES;64;BENTO FERNANDES - RN;702
-5.671652799999999;-36.06852850;ESCOLA ESTADUAL GODOFREDO CACHO;RUA IRMA ALOISIA;200;CAICARA DO NORTE - RN;703
-5.543870399999999;-36.12553510;ESCOLA ESTADUAL FABRICIO PEDROZA;R ARISTOFANES FERNANDES;391;JANDAIRA - RN;704
-5.543870399999999;-36.60460800000001;ESCOLA ESTADUAL CORONEL MIGUEL TEIXEIRA;PRACA DA MATRIZ;66;JARDIM DE ANGICOS - RN;706
-5.543870399999999;-35.81453870;EE PROF MARLUCE LUCAS;RUA LOPES TROVAO;57;JOAO CAMARA - RN;707
-5.21917310;-35.81453870;ESCOLA ESTADUAL CAPITAO JOSE DA PENHA;R CAP JOSE DA PENHA;17;JOAO CAMARA - RN;709
-5.21917310;-35.81453870;ESCOLA ESTADUAL FRANCISCO DE ASSIS BITTENCOURT;R JOAO TEIXEIRA;56;JOAO CAMARA - RN;710
-5.151862599999999;-35.83893480;ESCOLA ESTADUAL  PROFESSOR MIGUEL MONTEIRO;RUA VICE-PREFEITO ERONIDES TEIXEIRA DA SILVA;31;PARAZINHO - RN;711
-5.57773850;-35.83893480;ESCOLA ESTADUAL  SENADOR JESSE PINTO FREIRE;RUA MONSENHOR FREITAS;648;PARAZINHO - RN;712
-5.62487610;-35.878450;ESCOLA ESTADUAL MARCILIO TEIXEIRA;AV.SEVERINO FERREIRA;561;PEDRA GRANDE - RN;713
-5.62487610;-36.1049020;EE PROF GERCINA BEZERRA ENS 1 E 2 GRAU;RUA CEL JOSE DA COSTA ALECRIM;142;PEDRA PRETA - RN;714
-5.111976299999999;-35.66153360;ESCOLA ESTADUAL CARMEM COSTA;AVENIDA NOBREGA MACHADO;28;POCO BRANCO - RN;716
-5.111976299999999;-35.66153360;ESCOLA ESTADUAL DE TEMPO INTEGRAL ESTUDANTE JOSE FRANCISCO FILHO;AV JOAO FERREIRA DA CRUZ;729;POCO BRANCO - RN;717
-5.8600619;-35.96735670;ESCOLA ESTADUAL SENADOR DINARTE MARIZ;RUA IRMA ALOISIA;6;SAO BENTO DO NORTE - RN;718
-5.848955795921337;-35.96735670;EE JOAO F DA ROCHA ENS DE 1 GRAU;AV URSULINO SILVESTRE DA SILVA;400;SAO BENTO DO NORTE - RN;719
-5.306521330012774;-35.3498303;CENTRO DE FORMACAO DE PESSOAL PARA OS SERVICOS DE SAUDE - CEFOPE;AV ALEXANDRINO DE ALENCAR;1850;NATAL - RN;1005106
-5.818549099999999;-35.239153571716315;CEEP - CENTRO DE EDUCACAO PROFISSIONAL PROFESSOR JOAO FAUSTINO FERREIRA;RUA DEPUTADO MARCILIO FURTADO;701;NATAL - RN;85233386
-4.83519360;-36.76451653633421;CEEP - CENTRO DE EDUCACAO PROFISSIONAL PROFESSORA MARIA RODRIGUES GONCALVES;RUA (SEM NOME ) LIMITANDO-SE AO NORTE COM A RUA MANOEL CAETANO DE PAULA AO SUL COM A RUA JUDILITA P;-;ALTO DO RODRIGUES - RN;86179729
-4.83519360;-35.21844129999999;INSTITUTO DE EDUCACAO SUPERIOR PRESIDENTE KENNEDY - CENTRO DE FORMACAO DE PROFISSIONAIS DE EDUCACAO;RUA JAGUARARI;-;NATAL/RN;2100
-4.94771150;-37.26655660000001;ESCOLA ESTADUAL SENADOR DINARTE DE MEDEIROS MARIZ;RUA DO TUBARAO;-;TIBAU - RN;566
-4.94771150;-37.26655660000001;ESCOLA ESTADUAL RUI BARBOSA;RUA DAS OLIVEIRAS;-;TIBAU - RN;565
-4.94771150;-37.12436460;ESCOLA ESTADUAL PROFESSORA MARIA LAURETANEA ROLIM BEZERRA DO VALE;RUA JOSE AMARO DE SOUZA;-;AREIA BRANCA - RN;476
-4.94771150;-37.12436460;ESCOLA ESTADUAL PROFESSORA ANTONIA GIRLANDE BRUNO DA SILVA;R DR BRAZ BENEDITO DE MENDONCA;-;AREIA BRANCA - RN;483
-4.94771150;-37.12436460;ESCOLA ESTADUAL ELITA MONTE;RUA RUI BARBOSA;-;AREIA BRANCA - RN;481
-4.94771150;-37.12436460;ESCOLA ESTADUAL DOUTOR DAGMAR SABINO;RUA RUI BARBOSA;-;AREIA BRANCA - RN;480
-4.98037470;-37.12436460;ESCOLA ESTADUAL DESEMBARGADOR SILVERIO SOARES;AV PREFEITO ANTONIO CALAZANS;-;AREIA BRANCA - RN;477
-4.98037470;-37.12436460;CENTRO DE EDUCACAO ESPECIAL PROFESSORA MARIA LAURETANIA ROLIM BEZERRA DO VALE;RUA JOSE AMARO DE SOUZA;-;AREIA BRANCA - RN;484
