lat;lon;escola;logradouro;num;cidade;cod
-5.0181210;-37.15535280;ESCOLA ESTADUAL PROFESSOR MANUEL JOAO;RUA RAIMUNDO FERREIRA;-;GROSSOS - RN;492
-5.070576099999999;-37.15535280;ESCOLA ESTADUAL PROFESSORA MARIA RODRIGUES NOIA;AV. CORONEL SOLON;-;GROSSOS - RN;493
-5.11126690;-37.11527960;ESCOLA ESTADUAL CONEGO ISMAR FERNANDES DE QUEIROZ;BR 110 KM 01;-;AREIA BRANCA - RN;478
-5.11126690;-37.61734840;ESCOLA ESTADUAL MARIA JUSTINA DO NASCIMENTO;RUA LUIZ MENDES;-;BARAUNA - RN;485
-5.11126690;-36.62613980;ESCOLA ISOLADA DIOGO LOPES;RUA BELA VISTA;-;MACAU - RN;312
-5.11126690;-36.62613980;ESCOLA ESTADUAL  PROFESSORA MARIA DE LOURDES BEZERRA;RUA PROJETADA;-;MACAU - RN;318
-5.14424180;-36.62613980;ESCOLA ESTADUAL  PROFESSORA CLARA TETEO;AVENIDA CENTENARIO;-;MACAU - RN;316
-5.15439180;-36.62613980;ESCOLA ESTADUAL 30 DE OUTUBRO;VILA INDUSTRIAL DA ALCANORTE;-;MACAU - RN;313
-5.15942190;-37.34737640;ESCOLA ESTADUAL LUIZ DANTAS CAVALCANTI;RUA SENADOR RUI CARNEIRO;-;MOSSORO - RN;528
-5.16512190;-37.36049650;ESCOLA ESTADUAL PROFESSOR HERMOGENES NOGUEIRA DA COSTA- ENSINO FUNDAMENTAL E MEDIO;RUA CORONEL GLICERIO CICERO;-;MOSSORO - RN;537
-5.17016190;-37.36057650;CAIC ESCOLA ESTADUAL JERONIMO VINGT ROSADO MAIA;RUA FRANCISCO PORFIRIO;-;MOSSORO - RN;551
-5.1768920;-37.35495150;ESCOLA ESTADUAL 30 DE SETEMBRO;RUA CORONEL MILTON FREIRE;-;MOSSORO - RN;514
-5.1810120;-37.33923640;ESCOLA ESTADUAL PROFESSORA INALDA CABRAL;RUA LIRA TAVARES;-;MOSSORO - RN;538
-5.1810120;-37.34118640;CE DE CAPACITACAO DE EDUC E ATENDIMENTO AO SURDO - CAS;AV RIO BRANCO;-;MOSSORO - RN;557
-5.1810120;-37.35164650;ESCOLA ESTADUAL PROFESSOR ABEL FREIRE COELHO;R DR JOAO MARCELINO;-;MOSSORO - RN;534
-5.1822570;-37.35164650;ESCOLA ESTADUAL DOUTOR LAVOISIER MAIA;RUA DR JOAO MARCELINO;-;MOSSORO - RN;523
-5.182501999999999;-37.35164650;ESCOLA ESTADUAL AMBULATORIO CARDEAL CAMARA;RUA DR JOAO MARCELINO;-;MOSSORO - RN;505
-5.1839220;-37.33283630;ESCOLA ESTADUAL ANTONIO GOMES;R MARECHAL DEODORO;-;MOSSORO - RN;518
-5.185215599999999;-37.33970640;ESCOLA ESTADUAL CUNHA DA MOTA;RUA AFONSO PENA;-;MOSSORO - RN;520
-5.185215599999999;-37.34740640;ESCOLA ESTADUAL JERONIMO ROSADO;R FERREIRA ITAJUBA;-;MOSSORO - RN;498
-5.1854720;-37.34682460;ESCOLA ESTADUAL CENTENARIO DE MOSSORO;PRACA DOM JOAO COSTA;-;MOSSORO - RN;546
-5.185840799999999;-37.34682460;CEJA PROF ALFREDO SIMONETTI;PRACA DOM JOAO COSTA;-;MOSSORO - RN;499
-5.18803610;-37.35130650;ESCOLA ESTADUAL DOM JOAO COSTA;RUA DUODECIMO ROSADO;-;MOSSORO - RN;547
-5.18803610;-37.34683620;ESCOLA ESTADUAL PROFESSOR JOSE NOGUEIRA;R 06 DE JANEIRO;-;MOSSORO - RN;540
-5.18803610;-37.34413440;ESCOLA ESTADUAL SANTA DELMIRA;RUA SAO DOMINGOS;-;MOSSORO - RN;545
-5.18803610;-37.34413440;ESCOLA ESTADUAL PROFESSORA MARIA EMILIANA DAS MERCES ROCHA;RUA DOMINGOS JULIAO DO NASCIMENTO;-;MOSSORO - RN;496
-5.18803610;-37.34413440;ESCOLA ESTADUAL PROFESSORA MARGARIDA MARIA DE SOUZA;RUA SINHA NEGREIROS;-;MOSSORO - RN;542
-5.18803610;-37.34413440;ESCOLA ESTADUAL PROFESSORA IRACEMA FERNANDES;SITIO PAU BRANCO;-;MOSSORO - RN;495
-5.18803610;-37.34413440;ESCOLA ESTADUAL PROFESSORA ADELIA GOMES DE SOUZA;EUTIQUIANO REIS;-;MOSSORO - RN;535
-5.18803610;-37.34413440;ESCOLA ESTADUAL MONSENHOR RAIMUNDO GURGEL;RUA JAEM MENESCAL;-;MOSSORO - RN;531
-5.18803610;-37.34413440;ESCOLA ESTADUAL MANOEL JUSTINIANO DE MELO;RUA DOM HELDER CAMARA;-;MOSSORO - RN;529
-5.18803610;-37.34413440;ESCOLA ESTADUAL JERONIMO VINGT ROSADO MAIA;RUA LARGO DO CONJUNTO VINGT ROSADO;-;MOSSORO - RN;554
-5.18803610;-37.34413440;ESCOLA ESTADUAL JARDIM DE INFANCIA MODELO;PCA CONEGO ESTEVAM DANTAS;-;MOSSORO - RN;549
-5.18803610;-37.34413440;ESCOLA ESTADUAL GILBERTO ROLA;CONJ HAB ANGELO CALMON DE SA;-;MOSSORO - RN;494
-5.18803610;-37.34413440;ESCOLA ESTADUAL AMBULATORIO JOSE PEREIRA LIMA;PRACA CEL ANTONIO MIRANDA;-;MOSSORO - RN;506
-5.19158210;-37.34413440;ESCOLA ESTADUAL AIDA RAMALHO CORTEZ PEREIRA;R PROF. ALEIXO PRATES E SILVA;-;MOSSORO - RN;516
-5.19336210;-37.34413440;ESCOLA ESTADUAL ABOLICAO IV;RUA PRINCIPE DA BEIRA;-;MOSSORO - RN;515
-5.19416210;-37.34424640;ESCOLA ESTADUAL GOV DIX-SEPT ROSADO;AV ALBERTO MARANHAO;-;MOSSORO - RN;526
-5.19900370;-37.35142650;ESCOLA ESTADUAL MOREIRA DIAS;R SILVA JARDIM;-;MOSSORO - RN;532
-5.19918310;-37.31935120;ESCOLA ESTADUAL DOM JAIME CAMARA;R AURORA;-;MOSSORO - RN;521
-5.19918310;-37.35768550;ESCOLA ESTADUAL ALEIXO ROSA DA SILVA;RUA FRANCISCO BERNARDO II;-;MOSSORO - RN;517
-5.20296220;-35.46101180;ESCOLA ESTADUAL PROFESSORA MARIA DE LOURDES DE SOUZA DIAS;RUA SAO SEBASTIAO;-;TOUROS - RN;302
-5.20296220;-35.46101180;ESCOLA ESTADUAL PROFESSORA ISABEL BARBOSA VIEIRA - ENSINO MEDIO EM TEMPO INTEGRAL;RUA PRAIA DE MARACAJAU;-;TOUROS - RN;306
-5.20438220;-37.32544630;ESCOLA ESTADUAL PROFESSOR JOSE DE FREITAS NOBRE;AV FRANCISCO MOTA;-;MOSSORO - RN;539
-5.20618220;-37.32544630;ESCOLA ESTADUAL FRANCISCA MARTINS DE SOUZA;AV FRANCISCO MOTA;-;MOSSORO - RN;500
-5.20812220;-37.35809649999999;ESCOLA ESTADUAL MONSENHOR FRANCISCO DE SALES CAVALCANTE;RUA SOUZA LEAO;-;MOSSORO - RN;530
-5.21059940;-37.33370130;ESCOLA ESTADUAL MANOEL JOAO;RUA JOSE DE SOUZA;-;MOSSORO - RN;541
-5.21059940;-37.33771640;ESCOLA ESTADUAL TERTULIANO AYRES DIAS;RUA FRANCISCO HOLANDA;-;MOSSORO - RN;513
-5.21059940;-37.0329070;ESCOLA ESTADUAL PADRE JOSE DE ANCHIETA;VILA RIO GRANDE DO NORTE;-;SERRA DO MEL - RN;564
-5.21059940;-37.0329070;EE PE JOSE DE ANCHIETA ENS 1 GRAU - SP;VILA SAO PAULO;-;SERRA DO MEL - RN;561
-5.21059940;-37.0329070;EE PE JOSE DE ANCHIETA ENS 1 GRAU - SE;VILA SERGIPE;-;SERRA DO MEL - RN;562
-5.21059940;-37.0329070;EE PE JOSE DE ANCHIETA ENS 1 GRAU - SC;VILA SANTA CATARINA;-;SERRA DO MEL - RN;563
-5.21059940;-37.0329070;EE PE JOSE DE ANCHIETA ENS 1 GRAU - GB;VILA GUANABARA;-;SERRA DO MEL - RN;559
-5.21366220;-37.0329070;EE PE JOSE DE ANCHIETA ENS 1 GRAU - BA;VILA BAHIA;-;SERRA DO MEL - RN;558
-5.214339470363709;-37.0329070;EE PE JOSE DE ANCHIETA 1 GRAU - PR;VILA PARANA;-;SERRA DO MEL - RN;560
-5.21627330;-37.32933130;ESCOLA ESTADUAL DOUTOR LUTHER KING;PRES CAFE FILHO;-;MOSSORO - RN;524
-5.220792299999999;-37.3278248649292;CEEP - CENTRO ESTADUAL DE EDUCACAO PROFISSIONAL PROFESSOR FRANCISCO DE ASSIS PEDROSA;RUA PEDRO VALAMIRA FERNANDES;-;MOSSORO - RN;86177034
-5.222502299999999;-37.33536630;ESCOLA ESTADUAL DOUTOR EWERTON DANTAS CORTEZ;RUA MARTINS JUNIOR;-;MOSSORO - RN;522
-5.22773240;-37.32926630;ESCOLA ESTADUAL PROFESSORA MARIA STELLA PINHEIRO COSTA;RUA WALTER WANDERLEY;-;MOSSORO - RN;543
-5.23050240;-37.32826630;ESCOLA ESTADUAL JOSE MARTINS DE VASCONCELOS;RUA FREIRINHO;-;MOSSORO - RN;527
-5.25773790;-37.31656620;ESCOLA ESTADUAL PADRE SATIRO CAVALCANTI DANTAS;AV. ERONDINA CAVALCANTE DANTAS;-;MOSSORO - RN;508
-5.25773790;-37.31690620;ESCOLA ESTADUAL ANTONIO DE SOUZA MACHADO;RUA MOACIR F. DANTAS;-;MOSSORO - RN;536
-5.27667270;-36.72385970;ESCOLA ESTADUAL MONSENHOR HONORIO;RUA MANOEL JACOME;-;PENDENCIAS - RN;320
-5.27667270;-36.72385970;ESCOLA ESTADUAL MENINO JESUS;PORTO DO CARAO;-;PENDENCIAS - RN;319
-5.27667270;-35.37914920;ESCOLA ESTADUAL JOSE PORTO FILHO;RUA PORTO FILHO;-;RIO DO FOGO - RN;294
-5.27667270;-35.37914920;ESCOLA ESTADUAL GOVERNADOR LAVOISIER MAIA SOBRINHO;LARGO SAO PEDRO;-;RIO DO FOGO - RN;295
-5.33883140;-35.37914920;ESCOLA ESTADUAL DOM EUGENIO SALES;COLONIA AGRICOLA DE PUNAU;-;RIO DO FOGO - RN;293
-5.35701090;-35.37914920;ESCOLA ESTADUAL DE ZUMBI;RUA PROFESSORA DE LOURDES;-;RIO DO FOGO - RN;292
-5.45935480;-36.83765560;ESCOLA ESTADUAL ALCIDES WANDERLEY;AVENIDA INACIO DIAS DE LACERDA;-;CARNAUBAIS - RN;462
-5.466857999999999;-36.12553510;ESCOLA ESTADUAL PROFESSORA MARIA DA CONCEICAO MESSIAS;AV ARISTOFANES FERNANDES;-;JANDAIRA - RN;705
-5.498500700000001;-37.52123690;ESCOLA ESTADUAL ARNAUD TARGINO;SITIO QUIXADA;-;GOVERNADOR DIX-SEPT ROSADO - RN;488
-5.498874499999999;-35.55727970;ESCOLA ESTADUAL HENRIQUE EUFRASIO DE SANTANA;RUA 31 DE MARCO;-;PUREZA - RN;291
-5.498874499999999;-36.50010510;ESCOLA ESTADUAL PROFESSORA GILDECINA BEZERRA;RUA VEREADOR ADAUTO SOLINO;-;AFONSO BEZERRA - RN;353
-5.50;-36.85283880;ESCOLA ESTADUAL MARIA DA GLORIA DE AZEVEDO LUNA;RUA MONSENHOR LUCILO ALVES MACHADO;-;IPANGUACU - RN;465
-5.516379499999999;-36.85283880;ESCOLA ESTADUAL JOAO FRANCISCO DA COSTA;POVOADO ARAPUA;-;IPANGUACU - RN;464
-5.5166670;-35.3833330;ESCOLA ESTADUAL PROFESSOR PEDRO ALEXANDRINO;R MANOEL FELIX;-;SAO PEDRO - RN;275
-5.543870399999999;-35.26242740;ESCOLA ESTADUAL  STOESSEL DE BRITO;RUA ELIZABETE;-;MAXARANGUAPE - RN;288
-5.571288585652314;-37.8333330;ESCOLA ESTADUAL MARIA ANALIA DE OLIVEIRA;SITIO JOAO PEDRO;-;APODI - RN;572
-5.5772790;-35.81453870;ESCOLA ESTADUAL ANTONIO GOMES;RUA ANTONIO PROENCA;-;JOAO CAMARA - RN;708
-5.5772790;-36.915129280209385;ESCOLA ESTADUAL MARCOS ALBERTO DE SA LEITAO;RUA PROF EUFROSINA FERNANDES;-;ASSU - RN;456
-5.5772790;-36.90840230;ESCOLA ISOLADA DE COMBOEIRO;SITIO PORE;-;ASSU - RN;453
-5.5833330;-36.90840230;ESCOLA ISOLADA DE BANGUE;SIT BANGUE;-;ASSU - RN;452
-5.587519156653852;-36.90840230;ESCOLA ISOLADA BAVIERA;POVOADO BAVIEIRA;-;ASSU - RN;451
-5.62487610;-37.8166670;ESCOLA ESTADUAL ANTONIA ALVES DE LIMA;DISTRITO SOLEDADE;-;APODI - RN;575
-5.633332999999999;-36.91078410160526;ESCOLA ESTADUAL POETA RENATO CALDAS;RUA ADALBERTO AMORIM;-;ASSU - RN;457
-5.63364040;-35.66153360;ESCOLA ISOLADA MARIA CANDIDO FREIRE;SITIO SAMAMBAIA;-;POCO BRANCO - RN;715
-5.63364040;-35.2833330;ESCOLA ESTADUAL JOSE SOARES DE SOUZA;POV NUCLEO SAO MIGUEL;-;EXTREMOZ - RN;2
-5.63782830;-36.84972680;EE JOAO TERTULINO LOPES ENS FUND E MEDIO;PCA MANOEL ARGEMIRO LOPES;-;ITAJA - RN;470
-5.651074490965842;-36.84972680;EE JOAO MANOEL PESSOA ENS FUND E MEDIO;RUA MANOEL LOPES;-;ITAJA - RN;469
-5.656316415895976;-35.43008980;ESCOLA ESTADUAL PROFESSOR OTTO DE BRITO GUERRA;RUA MACAIBA;-;CEARA-MIRIM - RN;285
-5.6600040;-35.41718522513122;ESCOLA ESTADUAL PROFESSOR EDGAR BARBOSA;RUA AMPARO;-;CEARA-MIRIM - RN;286
-5.66174510;-35.42029597246096;CEEP - CENTRO ESTADUAL DE EDUCACAO PROFISSIONAL RUY ANTUNES PEREIRA;RUA RAFAEL TARGINO;-;CEARA-MIRIM - RN;85233130
-5.66174510;-37.79925810;ESCOLA ESTADUAL PROFESSOR ANTONIO DANTAS;RUA JOAQUIM TEIXEIRA DE MOURA;-;APODI - RN;578
-5.66174510;-37.80056520;ESCOLA ISOLADA SAO LOURENCO II;SITIO RIO NOVO;-;APODI - RN;574
-5.66174510;-37.80056520;ESCOLA ISOLADA PLANALTO;SITIO BOCA DA MATA;-;APODI - RN;573
-5.66174510;-37.80056520;ESCOLA ISOLADA CARA FOSCA;SITIO CARA FOSCA;-;APODI - RN;571
-5.66174510;-37.80056520;ESCOLA ISOLADA BAIXA FECHADA;SITIO BAIXA FECHADA;-;APODI - RN;570
-5.66174510;-37.80056520;ESCOLA ESTADUAL VALDEMIRO PEDRO VIANA;SITIO SANTA ROSA;-;APODI - RN;576
-5.666666999999999;-37.80056520;ESCOLA ESTADUAL SEBASTIAO GOMES DE OLIVEIRA;DISTRITO MELANCIAS;-;APODI - RN;569
-5.671652799999999;-37.80056520;ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS;RUA FRANCISCO VIRGINIO DE OLIVEIRA;-;APODI - RN;580
-5.69706920;-35.2500;ESCOLA ESTADUAL MANOEL CARNEIRO DA CUNHA;POV ESTIVAS;-;EXTREMOZ - RN;3
-5.697735401008;-36.60460800000001;ESCOLA ESTADUAL PROFESSORA JULIA BARBOSA;FAZ SAO MIGUEL;-;ANGICOS - RN;356
-5.70602080;-36.24124020;ESCOLA ESTADUAL FRANCISCO DE OLIVEIRA CABRAL;RUA JUCA BARROS;-;LAJES - RN;363
-5.70602080;-35.28806052645871;CEEP - CENTRO DE EDUCACAO PROFISSIONAL PROFESSOR HELIO XAVIER DE VASCONCELOS;RUA CAMELIA;-;EXTREMOZ - RN;86177433
-5.7237790;-35.30667990;ESCOLA ESTADUAL LIGIA NAVARRO;PRAIA DE PITANGUI;-;EXTREMOZ - RN;8
-5.7249190;-35.30667990;ESCOLA ESTADUAL JOAO FLORENCIO DA HORA;RUA FELIPE CAMARAO;-;EXTREMOZ - RN;7
-5.7267690;-35.25200940;ESCOLA ESTADUAL  PROFESSORA MARIA DE LOURDES CAMARA SOUTO;PRACA IPANEMA;-;NATAL - RN;130
-5.7294240;-35.24154030;ESCOLA ESTADUAL ZILA MAMEDE;RUA MARACAI;-;NATAL - RN;124
-5.7300310;-35.24608140;ESCOLA ESTADUAL  PROFESSORA MARIA NALVA XAVIER DE ALBUQUERQUE;RUA HISTORIADOR CAPISTRANO DE ABREU;-;NATAL - RN;138
-5.7318810;-35.25239040;ESCOLA ESTADUAL ALDO FERNANDES DE MELO;AVENIDA GUARATINGUETA;-;NATAL - RN;110
-5.732927099999999;-35.25069040;ESCOLA ESTADUAL CONEGO LUIZ WANDERLEY;MARIALVA;-;NATAL - RN;111
-5.73558010;-35.26142350;ESCOLA ESTADUAL  PROFESSOR PAULO PINHEIRO DE VIVEIROS;RUA DO PASTORIL;-;NATAL - RN;120
-5.73642910;-35.25562250;ESCOLA ESTADUAL ALCEU AMOROSO LIMA;RUA DO BAIAO;-;NATAL - RN;109
-5.73642910;-35.25733250;ESCOLA ESTADUAL PROFESSORA CRISAN SIMINEA;RUA DAS CRENDICES;-;NATAL - RN;135
-5.74461410;-35.26556550;ESCOLA ESTADUAL MYRIAM COELI;RUA DOS CAROAS;-;NATAL - RN;114
-5.750653199999999;-35.26556550;ESCOLA ESTADUAL ARQUITETA ELIZABETH FATIMA ARAUJO GUILHERMINO;RUA DOS COROAS;-;NATAL - RN;136
-5.75067720;-35.24735840;CENTRO EDUCACIONAL ALFERES TIRADENTES;RUA UBAITUBA;-;NATAL - RN;127
-5.755399199999999;-35.25815150;ESCOLA ESTADUAL WALTER DUARTE PEREIRA;AV BLUMENAU;-;NATAL - RN;123
-5.75559520;-35.25216840;ESCOLA ESTADUAL  PROFESSOR VARELA BARCA;RUA SERRA DO BOTUCATU;-;NATAL - RN;121
-5.756969199999999;-35.23971740;ESCOLA ESTADUAL PADRE JOAO MARIA;LARGO DO EUCALIPTO;-;NATAL - RN;115
-5.76032680;-35.25441650;ESCOLA ESTADUAL PEREGRINO JUNIOR;RUA RIO DO SUL;-;NATAL - RN;116
-5.760953199999999;-35.25270550;ESCOLA ESTADUAL GENERAL DIOSCORO VALE;RUA ANGRA DOS REIS;-;NATAL - RN;113
-5.76288730;-35.99854230;ESCOLA ESTADUAL DOUTOR GERALDO ANDRADE TEIXEIRA;RUA PRESIDENTE CAFE FILHO;-;CAICARA DO RIO DO VENTO - RN;264
-5.770221299999999;-35.25977350;ESCOLA ESTADUAL PROFESSOR JOSINO MACEDO;LIMOEIRO DO NORTE;-;NATAL - RN;119
-5.77217730;-35.28058870;ESCOLA ESTADUAL PROFESSORA ANA JULIA DE CARVALHO MOUSINHO;RUA ESTRELA DO LESTE;-;NATAL - RN;137
-5.773254754807559;-35.2001710;ESCOLA ESTADUAL DE EDUCACAO EM TEMPO INTEGRAL CAFE FILHO;RUA DECIO FONSECA;-;NATAL - RN;41
-5.77443140;-35.27160060;ESCOLA ESTADUAL DE ENSINO MEDIO DO CONJUNTO AMARANTE;RUA SAO BENTO;-;SAO GONCALO DO AMARANTE - RN;156
-5.776879304905474;-35.28000289524539;CEEP - CENTRO ESTADUAL DE EDUCACAO PROFISSIONAL RUY PEREIRA DOS SANTOS;RUA GENERAL ADJER BARRETO;-;SAO GONCALO DO AMARANTE - RN;85232542
-5.777688161152144;-35.20292310;ESCOLA ESTADUAL DE EDUCACAO INTEGRAL EM TEMPO INTEGRAL-PROFESSORA ISABEL GONDIM-ENSINO FUNDAMENTAL;LARGO ACRISIO FREIRE;-;NATAL - RN;57
-5.7792569;-35.258717601852425;ESCOLA ESTADUAL PADRE JOSE MARIA BIEZINGER ENS 1 GRAU;RUA DA AURORA;-;SAO GONCALO DO AMARANTE - RN;149
-5.7792569;-35.198241983721914;ESCOLA ESTADUAL PADRE MONTE;TEOTONIO FREIRE;-;NATAL - RN;132
-5.7892242272957;-35.200916;CENTRO VIRTUAL DE FORMACAO DE GESTORES E PROFESSORES;NATAL - RN;-;29116679;
-5.79073650;-35.200916;CE BIBLIOTECA ESCOLAR PROF AMERICO DE O COSTA;NATAL - RN;-;1005098;
-5.79073650;-35.33448813768155;ESCOLA ESTADUAL ELIA DE BARROS;AV VEREADOR AILDO MENDES;-;SAO GONCALO DO AMARANTE - RN;148
-5.790942692143067;-36.87851320;ESCOLA ESTADUAL TRISTAO DE BARROS;RUA PRESIDENTE CAFE FILHO;-;SAO RAFAEL - RN;473
-5.791172184887043;-36.87851320;ESCOLA ESTADUAL PROFESSOR CLAUDECI PINHEIRO TORRES;RUA PRESIDENTE CAFE FILHO;-;SAO RAFAEL - RN;474
-5.79263150;-35.329607491540514;EE PROF RAIMUNDA QUEIROZ ENS 1 GRAU;RUA VER MAURICIO FERNANDES DE OLIVEIRA;-;SAO GONCALO DO AMARANTE - RN;152
-5.79275850;-35.30703938488921;ESCOLA ESTADUAL PROFESSOR BEVENUTO FILHO;R VER WILLIAM CAMARA DE BRITO;-;SAO GONCALO DO AMARANTE - RN;153
-5.79340840;-35.21921320;ESCOLA ESTADUAL CALAZANS PINHEIRO;RUA SILVIO PELICO;-;NATAL - RN;42
-5.79340840;-35.1885810;ESCOLA ESTADUAL SENADOR DINARTE MARIZ;RUA CAMARAGIBE;-;NATAL - RN;97
-5.79385650;-35.32879210;EI REGOMOLEIRO;RUA PRINCIPAL;-;SAO GONCALO DO AMARANTE - RN;150
-5.794280500000001;-35.32879210;EE PE AMBROSIO FERRO ENS 1 GRAU;RUA EXCOMBTE M LUCIO DO NASCIMENTO;-;SAO GONCALO DO AMARANTE - RN;146
-5.794478499999999;-35.22256920;ESCOLA ESTADUAL  PROFESSORA STELLA GONCALVES;RUA FERREIRA NOBRE;-;NATAL - RN;90
-5.794478499999999;-35.189090;ESCOLA ESTADUAL  PROFESSOR SEVERINO BEZERRA DE MELO;RUA JOAO XXIII;-;NATAL - RN;89
-5.794478499999999;-35.21095310;INSTITUTO ARY PARREIRAS;PCA ALMIRANTE BARROSO;-;NATAL - RN;106
-5.794478499999999;-35.21095310;ESCOLA ESTADUAL VALE DO PITIMBU;RUA JUSCELINO KUBISTCHEK;-;NATAL - RN;102
-5.794478499999999;-35.21095310;ESCOLA ESTADUAL ROMULO WANDERLEY;RUA PARATINGA;-;NATAL - RN;122
-5.794758499999999;-35.21095310;ESCOLA ESTADUAL PROFESSORA DULCE WANDERLEY;RUA CICERO BUCHA;-;NATAL - RN;126
-5.79551550;-35.21095310;ESCOLA ESTADUAL ALBERTO TORRES;PRACA JOAO GALVAO FILHO;-;NATAL - RN;36
-5.79590710;-35.24663840;ESCOLA ESTADUAL IMPERIAL MARINHEIRO;RUA ARARAI;-;NATAL - RN;56
-5.79590710;-35.21166920;ESCOLA ESTADUAL ALMIRANTE NEWTON BRAGA FARIA;RUA ALAMEDA CURUPAITI;-;NATAL - RN;37
-5.79590710;-37.55306640;ESCOLA ISOLADA DE MARIANA;SITIO MARIANA;-;CARAUBAS - RN;584
-5.79590710;-37.55306640;ESCOLA ESTADUAL PROFESSORA MARIA SILVIA DE VASCONCELOS CAMARA;RUA PEDRO CAMARA;-;CARAUBAS - RN;588
-5.7959536;-37.55306640;ESCOLA ESTADUAL FRANCISCO R DA COSTA;DISTRITO SAO GERALDO;-;CARAUBAS - RN;585
-5.79794350;-37.55306640;ESCOLA ESTADUAL DOMINGOS V DE MORAIS;SITIO APANHA PEIXE;-;CARAUBAS - RN;583
-5.79990150;-37.5594154;ESCOLA ESTADUAL SEBASTIAO GURGEL;PRACA SAO SEBASTIAO;-;CARAUBAS - RN;589
-5.802962861835847;-35.20369810;ESCOLA ESTADUAL SEBASTIAO FERNANDES DE OLIVEIRA;R ALBERTO MARANHAO;-;NATAL - RN;95
-5.806726599999999;-35.23617340;ESCOLA ESTADUAL  PROFESSORA MARIA MONTEZUMA;TRV MANOEL ANDRADE;-;NATAL - RN;87
-5.806726599999999;-35.208975096125755;ESCOLA ESTADUAL TIRADENTES;R. DESEMBARGADOR REGULO TINOCO;-;NATAL - RN;100
-5.806726599999999;-35.22849230;ESCOLA ESTADUAL  PROFESSOR LUIS SOARES;R CEL ESTEVAM;-;NATAL - RN;84
-5.8071069382433915;-35.22849230;ESCOLA ESTADUAL PROFESSOR FRANCISCO IVO CAVALCANTI;RUA CORONEL ESTEVAM;-;NATAL - RN;75
-5.80736060;-35.22849230;CENTRO DE EDUCACAO DE JOVENS E ADULTOS PROFESSORA LIA CAMPOS;AV CORONEL ESTEVAM;-;NATAL - RN;28
-5.81109140;-35.21063740549204;ESCOLA ESTADUAL NESTOR LIMA;RUA SAO JOSE;-;NATAL - RN;67
-5.81109140;-35.22376730;ESCOLA ESTADUAL PROFESSOR JOAQUIM LOURIVAL;RUA ARAGUARI;-;NATAL - RN;77
-5.81225630;-35.55269780;ESCOLA ISOLADA SANTA TERESA;POV UMARI;-;IELMO MARINHO - RN;266
-5.81260060;-35.55269780;ESCOLA ISOLADA CANTO DE MOCA;POV CANTO DE MOCA;-;IELMO MARINHO - RN;265
-5.813691599999999;-35.8230040;ESCOLA ESTADUAL MANOEL SEVERIANO;AV PRESIDENTE GETULIO VARGAS;-;RIACHUELO - RN;270
-5.81573660;-35.21382520;ESCOLA ESTADUAL VIGARIO BARTOLOMEU;AV ANTONIO BASILIO;-;NATAL - RN;103
-5.81575370;-35.24365940;ESCOLA ESTADUAL DEPUTADO MARCIO MARINHO;RUA PETRONILO DIOGO;-;NATAL - RN;44
-5.81627770;-35.25105550;ESCOLA ESTADUAL 12 DE OUTUBRO;TRAVESSA SAO DOMINGOS;-;NATAL - RN;35
-5.817789700000001;-35.20109210;ESCOLA ESTADUAL DELZUITE MARIA SOARES DA COSTA;AV DOM JOAQUIM DE ALMEIDA;-;LAGOA SALGADA - RN;222
-5.819001699999999;-35.24003440;ESCOLA ESTADUAL JEAN MERMOZ;RUA BARAO DE MAUA;-;NATAL - RN;58
-5.81946470;-35.22384230;ESCOLA ESTADUAL PROFESSOR EDGAR BARBOSA;AVENIDA MIGUEL CASTRO;-;NATAL - RN;74
-5.820307700000001;-35.20103910;ESCOLA ESTADUAL CASTRO ALVES;AV XAVIER DA SILVEIRA;-;NATAL - RN;43
-5.82120170;-35.22536630;ESCOLA ESTADUAL DESEMBARGADOR REGULO TINOCO;AV LIMA E SILVA;-;NATAL - RN;46
-5.82120170;-35.22571830;ESCOLA DE EDUCACAO INTEGRAL EM  TEMPO INTEGRAL PROFESSOR JOAQUIM TORRES;RUA DOS POTIGUARES;-;NATAL - RN;78
-5.821530699999999;-35.22667630;ESCOLA ESTADUAL  PROFESSORA  JUDITH BEZERRA DE MELO;AV. JERONIMO CAMARA;-;NATAL - RN;81
-5.82190070;-35.22667630;CENTRO DE EDUCACAO DE JOVENS E ADULTOS PROFESSOR REGINALDO TEOFILO;AV. JERONIMO CAMARA;-;NATAL - RN;129
-5.82290770;-35.23595840;ESCOLA ESTADUAL LAURO DE CASTRO;RUA SOUZA;-;NATAL - RN;62
-5.823144042578858;-35.23452030;ESCOLA ESTADUAL RAIMUNDO SOARES;R. PATOS;-;NATAL - RN;93
-5.825392700000001;-35.24162040;ESCOLA ESTADUAL MONSENHOR MATA;RUA GUAIBA;-;NATAL - RN;66
-5.825864699999999;-35.22266931412503;ESCOLA ESTADUAL EM TEMPO INTEGRAL PROFESSOR REGINALDO TEOFILO;AV. JERONIMO CAMARA;-;NATAL - RN;86180982
-5.82723270;-35.25324050;ESCOLA ESTADUAL  PROFESSORA MARIA QUEIROZ;RUA DA TAMARINEIRA;-;NATAL - RN;88
-5.828194799999999;-35.23967840;ESCOLA ESTADUAL  BELEM CAMARA;RUA LAGES;-;NATAL - RN;39
